study_name	variable_name	variable_label	folder	description	visit	domain	type
ANSWERS	cesd_18	"Center for Epidemiologic Studies Depression Scale: Over the past 2 weeks, I felt sad."	General Health/Center for Epidemiologic Studies Depression Scale (CESD)				choices
ANSWERS	cesd_19	"Center for Epidemiologic Studies Depression Scale: Over the past 2 weeks, I felt that people dislike me."	General Health/Center for Epidemiologic Studies Depression Scale (CESD)				choices
ANSWERS	cesd_2	"Center for Epidemiologic Studies Depression Scale: Over the past 2 weeks, I felt fearful."	General Health/Center for Epidemiologic Studies Depression Scale (CESD)				choices
ANSWERS	cesd_20	"Center for Epidemiologic Studies Depression Scale: Over the past 2 weeks, I could not get ""going""."	General Health/Center for Epidemiologic Studies Depression Scale (CESD)				choices
ANSWERS	cesd_3	"Center for Epidemiologic Studies Depression Scale: Over the past 2 weeks, I felt that I could not shake off the blues even with help from my family or friends."	General Health/Center for Epidemiologic Studies Depression Scale (CESD)				choices
ANSWERS	cesd_4	"Center for Epidemiologic Studies Depression Scale: Over the past 2 weeks, I felt I was just as good as other people."	General Health/Center for Epidemiologic Studies Depression Scale (CESD)				choices
ANSWERS	cesd_5	"Center for Epidemiologic Studies Depression Scale: Over the past 2 weeks, I had trouble keeping my mind on what I was doing."	General Health/Center for Epidemiologic Studies Depression Scale (CESD)				choices
ANSWERS	cesd_6	"Center for Epidemiologic Studies Depression Scale: Over the past 2 weeks, I felt depressed."	General Health/Center for Epidemiologic Studies Depression Scale (CESD)				choices
ANSWERS	cesd_7	"Center for Epidemiologic Studies Depression Scale: Over the past 2 weeks, I felt that everything I did was an effort."	General Health/Center for Epidemiologic Studies Depression Scale (CESD)				choices
ANSWERS	cesd_8	"Center for Epidemiologic Studies Depression Scale: Over the past 2 weeks, I felt hopeful about the future."	General Health/Center for Epidemiologic Studies Depression Scale (CESD)				choices
ANSWERS	cesd_9	"Center for Epidemiologic Studies Depression Scale: Over the past 2 weeks, I thought my life had been a failure."	General Health/Center for Epidemiologic Studies Depression Scale (CESD)				choices
ANSWERS	cssrs_3mo_1	"Columbia Suicide Severity Ratings Scale: In the last 3 months, have you wished you were dead or wished you could go to sleep and not wake up?"	General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS)				choices
ANSWERS	cssrs_3mo_2	"Columbia Suicide Severity Ratings Scale: In the last 3 months, have you had any thoughts of killing yourself?"	General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS)				choices
ANSWERS	cssrs_3mo_3	"Columbia Suicide Severity Ratings Scale: In the last 3 months, have you been thinking about how you might kill yourself?"	General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS)				choices
ANSWERS	cssrs_3mo_4	"Columbia Suicide Severity Ratings Scale: In the last 3 months, have you had these thoughts and had some intention of acting on them?"	General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS)				choices
ANSWERS	cssrs_3mo_5	"Columbia Suicide Severity Ratings Scale: In the last 3 months, have you worked out the details of how to kill yourself? Do you intend to carry out this plan?"	General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS)				choices
ANSWERS	cssrs_3mo_6	"Columbia Suicide Severity Ratings Scale: In the last 3 months, have you taken steps toward making a suicide attempt or preparing to kill yourself (such as collecting pills, getting a gun, giving valuables away, or writing a suicide note)?"	General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS)				choices
ANSWERS	cssrs_3mo_7	"Columbia Suicide Severity Ratings Scale: In the last 3 months, have you hurt yourself for reasons other than to die or without any intention of killing yourself (like to relieve stress, feel better, or get something else to happen)?"	General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS)				choices
ANSWERS	cssrs_3mo_8	"Columbia Suicide Severity Ratings Scale: In the last 3 months, have you made a suicide attempt?"	General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS)				choices
ANSWERS	cssrs_lf_1	"Columbia Suicide Severity Ratings Scale: In your lifetime, have you wished you were dead or wished you could go to sleep and not wake up?"	General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS)			0:No|1:Yes	choices
ANSWERS	cssrs_lf_2	"Columbia Suicide Severity Ratings Scale: In your lifetime, have you had any thoughts of killing yourself?"	General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS)			0:No|1:Yes	choices
ANSWERS	cssrs_lf_3	"Columbia Suicide Severity Ratings Scale: In your lifetime, have you been thinking about how you might kill yourself?"	General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS)			0:No|1:Yes	choices
ANSWERS	cssrs_lf_4	"Columbia Suicide Severity Ratings Scale: In your lifetime, have you had these thoughts and had some intention of acting on them?"	General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS)			0:No|1:Yes	choices
ANSWERS	cssrs_lf_5	"Columbia Suicide Severity Ratings Scale: In your lifetime, have you worked out the details of how to kill yourself? Do you intend to carry out this plan?"	General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS)			0:No|1:Yes	choices
ANSWERS	cssrs_lf_6	"Columbia Suicide Severity Ratings Scale: In your lifetime, have you taken steps toward making a suicide attempt or preparing to kill yourself (such as collecting pills, getting a gun, giving valuables away, or writing a suicide note)?"	General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS)			0:No|1:Yes	choices
ANSWERS	cssrs_lf_7	"Columbia Suicide Severity Ratings Scale: In your lifetime, have you hurt yourself for reasons other than to die or without any intention of killing yourself (like to relieve stress, feel better, or get something else to happen)?"	General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS)			0:No|1:Yes	choices
ANSWERS	cssrs_lf_8	"Columbia Suicide Severity Ratings Scale: In your lifetime, have you made a suicide attempt?"	General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS)			0:No|1:Yes	choices
ANSWERS	education	What is the highest level of education you have completed?	Demographics/Education				choices
ANSWERS	ethnicity	What is your ethnicity?	Demographics				choices
ANSWERS	gad_1	"Generalized Anxiety Disorder-7 Questionnaire: Please rate the following symptoms for the past two (2) weeks: Feeling nervous, anxious, or on edge"	General Health/Generalized Anxiety Disorder Questionnaire (GAD-7)				choices
ANSWERS	gad_2	Generalized Anxiety Disorder-7 Questionnaire: Please rate the following symptoms for the past two (2) weeks: Not being able to stop or control worrying	General Health/Generalized Anxiety Disorder Questionnaire (GAD-7)				choices
ANSWERS	gad_3	Generalized Anxiety Disorder-7 Questionnaire: Please rate the following symptoms for the past two (2) weeks: Worrying too much about different things	General Health/Generalized Anxiety Disorder Questionnaire (GAD-7)				choices
ANSWERS	gad_4	Generalized Anxiety Disorder-7 Questionnaire: Please rate the following symptoms for the past two (2) weeks: Trouble relaxing	General Health/Generalized Anxiety Disorder Questionnaire (GAD-7)				choices
ANSWERS	gad_5	Generalized Anxiety Disorder-7 Questionnaire: Please rate the following symptoms for the past two (2) weeks: Being so restless that it is hard to sit still	General Health/Generalized Anxiety Disorder Questionnaire (GAD-7)				choices
ANSWERS	gad_6	Generalized Anxiety Disorder-7 Questionnaire: Please rate the following symptoms for the past two (2) weeks: Becoming easily annoyed or irritable	General Health/Generalized Anxiety Disorder Questionnaire (GAD-7)				choices
ANSWERS	gad_7	"Generalized Anxiety Disorder-7 Questionnaire: Please rate the following symptoms for the past two (2) weeks: Feeling afraid, as if something awful might happen"	General Health/Generalized Anxiety Disorder Questionnaire (GAD-7)				choices
ANSWERS	handedness	Which is your dominant hand?	Anthropometry				choices
ANSWERS	id	Id	Administrative				identifier
ANSWERS	income	What is your current income?	Demographics/Employment				choices
ANSWERS	inq_1	"Interpersonal Needs Questionnaire: These days, the people in my life would be better off if I were gone"	General Health/Interpersonal Needs Questionnaire				choices
ANSWERS	inq_10	"Interpersonal Needs Questionnaire: These days, I am fortunate to have many caring and supportive friends"	General Health/Interpersonal Needs Questionnaire				choices
ANSWERS	inq_11	"Interpersonal Needs Questionnaire: These days, I feel disconnected from other people"	General Health/Interpersonal Needs Questionnaire				choices
ANSWERS	inq_12	"Interpersonal Needs Questionnaire: These days, I often feel like an outsider in social gatherings"	General Health/Interpersonal Needs Questionnaire				choices
ANSWERS	inq_13	"Interpersonal Needs Questionnaire: These days, I feel that there are people I can turn to in times of need"	General Health/Interpersonal Needs Questionnaire			1:1 Not at all true for me|2:2|3:3|4:4 Somewhat true for me|5:5|6:6|7:7 Very true for me	choices
ANSWERS	inq_14	"Interpersonal Needs Questionnaire: These days, I am close to other people"	General Health/Interpersonal Needs Questionnaire				choices
ANSWERS	inq_15	"Interpersonal Needs Questionnaire: These days, I have at least one satisfying interaction every day"	General Health/Interpersonal Needs Questionnaire				choices
ANSWERS	inq_2	"Interpersonal Needs Questionnaire: These days, the people in my life would be happier without me"	General Health/Interpersonal Needs Questionnaire				choices
ANSWERS	inq_3	"Interpersonal Needs Questionnaire: These days, I think I am a burden on society"	General Health/Interpersonal Needs Questionnaire				choices
ANSWERS	inq_4	"Interpersonal Needs Questionnaire: These days, I think my death would be a relief to the people in my life"	General Health/Interpersonal Needs Questionnaire				choices
ANSWERS	inq_5	"Interpersonal Needs Questionnaire: These days, I think the people in my life wish they could be rid of me"	General Health/Interpersonal Needs Questionnaire				choices
ANSWERS	inq_6	"Interpersonal Needs Questionnaire: These days, I think I make things worse for the people in my life"	General Health/Interpersonal Needs Questionnaire				choices
ANSWERS	inq_7	"Interpersonal Needs Questionnaire: These days, other people care about me"	General Health/Interpersonal Needs Questionnaire				choices
ANSWERS	inq_8	"Interpersonal Needs Questionnaire: These days, I feel like I belong"	General Health/Interpersonal Needs Questionnaire				choices
ANSWERS	inq_9	"Interpersonal Needs Questionnaire: These days, I rarely interact with people who care about me"	General Health/Interpersonal Needs Questionnaire				choices
ANSWERS	nsrr_age_gt89	Indicates whether the subject's age (in years) used during date obfuscation is greater than 89 years	Harmonized/Demographics			no:no|yes:yes	choices
ANSWERS	nsrr_current_smoker	Currently smoking cigarettes	Harmonized/Lifestyle and Behavioral Health				choices
ANSWERS	nsrr_ethnicity	Subject ethnicity	Harmonized/Demographics				choices
ANSWERS	nsrr_ever_smoker	Ever smoked cigarettes	Harmonized/Lifestyle and Behavioral Health				choices
ANSWERS	nsrr_race	Subject race	Harmonized/Demographics				choices
ANSWERS	nsrr_sex	Subject sex	Harmonized/Demographics				choices
ANSWERS	nssi_3mo	Columbia Suicide Severity Ratings Scale Summary Value: Non-suicidal self harm in past 3 months	General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS)				choices
ANSWERS	nssi_lf	Columbia Suicide Severity Ratings Scale Summary Value: Non-suicidal self harm in lifetime	General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS)			Yes:Yes|No:No	choices
ANSWERS	orientation	Please describe your sexual orientation:	Demographics				choices
ANSWERS	race	What is your race (select all that apply)?	Demographics				choices
ANSWERS	sa_3mo	Columbia Suicide Severity Ratings Scale Summary Value: Suicide attempt in past 3 months	General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS)				choices
ANSWERS	sa_lf	Columbia Suicide Severity Ratings Scale Summary Value: Suicide attempt in lifetime	General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS)			Yes:Yes|No:No	choices
ANSWERS	sex	What is your sex?	Demographics				choices
ANSWERS	si_3mo_yn	Columbia Suicide Severity Ratings Scale Summary Value: Suicidal ideation yes/no in last 3 months	General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS)				choices
ANSWERS	si_lf_yn	Columbia Suicide Severity Ratings Scale Summary Value: Suicidal ideation yes/no in lifetime	General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS)			Yes:Yes|No:No	choices
ANSWERS	sp_3mo	Columbia Suicide Severity Ratings Scale Summary Value: Suicide planning in past 3 months	General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS)				choices
ANSWERS	sp_lf	Columbia Suicide Severity Ratings Scale Summary Value: Suicide planning in lifetime	General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS)			Yes:Yes|No:No	choices
ANSWERS	transgender	Are you transgender?	Demographics				choices
ANSWERS	upps_1	Short UPPS-P Impulsive Behavior Scale: I generally like to see things through to the end	General Health/Short UPPS-P Impulsive Behavior Scale				choices
ANSWERS	upps_10	Short UPPS-P Impulsive Behavior Scale: I tend to lose control when I am in a great mood	General Health/Short UPPS-P Impulsive Behavior Scale				choices
ANSWERS	upps_11	Short UPPS-P Impulsive Behavior Scale: I finish what I start	General Health/Short UPPS-P Impulsive Behavior Scale				choices
ANSWERS	upps_12	"Short UPPS-P Impulsive Behavior Scale: I tend to value and follow a rational, ""sensible"" approach to things"	General Health/Short UPPS-P Impulsive Behavior Scale				choices
ANSWERS	upps_13	Short UPPS-P Impulsive Behavior Scale: When I am upset I often act without thinking	General Health/Short UPPS-P Impulsive Behavior Scale				choices
ANSWERS	upps_14	"Short UPPS-P Impulsive Behavior Scale: I welcome new and exciting experiences and sensations, even if they are a little frightening and unconventional"	General Health/Short UPPS-P Impulsive Behavior Scale				choices
ANSWERS	upps_15	"Short UPPS-P Impulsive Behavior Scale: When I feel rejected, I will often say things that I later regret"	General Health/Short UPPS-P Impulsive Behavior Scale				choices
ANSWERS	upps_16	Short UPPS-P Impulsive Behavior Scale: I would like to learn to fly an airplane	General Health/Short UPPS-P Impulsive Behavior Scale				choices
ANSWERS	upps_17	Short UPPS-P Impulsive Behavior Scale: Others are shocked or worried about the things I do when I am feeling very excited	General Health/Short UPPS-P Impulsive Behavior Scale				choices
ANSWERS	upps_18	Short UPPS-P Impulsive Behavior Scale: I would enjoy the sensation of skiing very fast down a high mountain slope	General Health/Short UPPS-P Impulsive Behavior Scale				choices
ANSWERS	visit	Cross-Sectional Survey	Administrative				choices
APOE	ace_genotype	Angiotensin-Converting Enzyme (ACE) genotype	Clinical Data/Genotyping				choices
APOE	apoe_edf_date	Date and start time of the polysomnogram	Administrative				time
APOE	apoe_edf_label	The EDF header's label entry	Administrative				string
APOE	apoe_filename	File stem of the polysomnography file (.edf)	Administrative				string
APOE	apoe_genotype	Apolipoprotein E (ApoE) genotype	Clinical Data/Genotyping				choices
APOE	apoe_id	Unique identifier of the APoE participant	Administrative				string
APOE	asthma	Diagnosis of asthma	Medical History				choices
APOE	current_med	Medication list at the time of evaluation	Medical History/Medications				string
APOE	depression	Diagnosis of depression	Medical History				choices
APOE	diabetes	Diagnosis of diabetes	Medical History				choices
APOE	dq0602_genotype	Presence of HLA-DQB1*06:02 allele	Clinical Data/Genotyping				choices
APOE	dx_1st	Primary diagnosis	Clinical Data/Sleep Disorder				choices
APOE	dx_2nd	Secondary diagnosis	Clinical Data/Sleep Disorder				string
APOE	dx_3rd	Tertiary diagnosis	Clinical Data/Sleep Disorder				string
APOE	dx_other	"Diagnosis if ""Primary Diagnosis (dx_1st)"" is ""Other"""	Clinical Data/Sleep Disorder				string
APOE	gender		Demographics				choices
APOE	gerd	Diagnosis of gastroesophageal reflux disease (GERD)	Medical History				choices
APOE	high_cholesterol	Diagnosis of high cholesterol	Medical History				choices
APOE	htn	Diagnosis of hypertension	Medical History				choices
APOE	nsrr_age_gt89	Indicates whether the subject's age (in years) used during date obfuscation is greater than 89 years	Harmonized/Demographics			no:no|yes:yes	choices
APOE	nsrr_sex	Subject sex	Harmonized/Demographics				choices
APOE	observations	Doctor's notes/observations	Medical History				string
APOE	rls_disturbed_sleep	Frequency of RLS disturbed sleep	Sleep Questionnaires/Parasomnia				choices
APOE	rls_phenotype	Classification of RLS	Clinical Data/Sleep Disorder				choices
APOE	rls_probability	Probability of RLS	Clinical Data/Sleep Disorder				choices
APOE	rls_sleep_onset	Frequency of RLS symptoms while falling asleep	Sleep Questionnaires/Parasomnia				choices
APOE	thyroid	Diagnosis of thyroid problems	Medical History				choices
APOE	visit	Study Visit	Administrative				choices
APPLES	analysisgroup	Analysis Group (Yes/No; 1098 analyzed in primary manuscript)	Anthropometry				choices
APPLES	appleid	APPLES Participant ID	Administrative				identifier
APPLES	excludecategory	"Exclusion, Withdrawal, Dropped, or Disqualified Category"	Administrative				choices
APPLES	excluderandreason	"Exclusion, Withdrawal, Dropped, or Disqualified Reason"	Administrative				text
APPLES	fileid	APPLES File ID	Administrative				identifier
APPLES	hand	Psychomotor Vigilance Test (PVT) Handedness	Clinical Data/Neurocognitive Testing/Psychomotor Vigilance Test (PVT)				choices
APPLES	nsrr_age_gt89	Indicate whether the subject's age (in years) used during date obfuscation is greater than 89 years.	Harmonized/Demographics			no:no|yes:yes	choices
APPLES	nsrr_current_smoker	Currently smoking cigarettes	Harmonized/Lifestyle and Behavioral Health				choices
APPLES	nsrr_ever_smoker	Ever smoked cigarettes	Harmonized/Lifestyle and Behavioral Health				choices
APPLES	nsrr_race	Subject race	Harmonized/Demographics				choices
APPLES	nsrr_sex	Subject sex	Harmonized/Demographics				choices
APPLES	nsrrid	NSRR subject ID	Administrative				identifier
APPLES	offtreatmentorstudy	"Off-Treatment, Off-Study, or Completed"	Administrative				choices
APPLES	randomized	"Randomized Partcipant: 0=Not randomized, 1=Randomized"	Administrative				choices
APPLES	site	Site	Administrative				choices
APPLES	txgroup	Treatment Group (0= Non-randomized; 1) Group A = Sham; 2) Group B = Active)	Administrative				choices
APPLES	visit	Visit (BL=Baseline)	Administrative				choices
APPLES	visitn	Visit (Number)	Administrative				choices
BESTAIR	dianondipping	Presence of diastolic blood pressure (DBP) dipping	Clinical Data/Vital Signs/Ambulatory Blood Pressure				choices
BESTAIR	endsleep	Sleep end time	Clinical Data/Vital Signs/Ambulatory Blood Pressure				time
BESTAIR	endtime	End time	Clinical Data/Vital Signs/Ambulatory Blood Pressure				time
BESTAIR	ethnicity	Ethnicity	Demographics				choices
BESTAIR	final_visit	Final visit month	Administrative				choices
BESTAIR	gender	Gender	Demographics				choices
BESTAIR	heartnondipping	Presence of heart rate dipping	Clinical Data/Vital Signs/Ambulatory Blood Pressure				choices
BESTAIR	iasep	Interatrial septum status	Clinical Data/Diagnostic Studies/Echocardiography				choices
BESTAIR	mapnondipping	Presence of mean arterial pressure dipping	Clinical Data/Vital Signs/Ambulatory Blood Pressure				choices
BESTAIR	nsrr_age_gt89	Indicates whether the subject's age (in years) used during date obfuscation is greater than 89 years	Harmonized/Demographics			no:no|yes:yes	choices
BESTAIR	nsrr_ethnicity	Subject ethnicity	Harmonized/Demographics				choices
BESTAIR	nsrr_ever_smoker	Ever smoked cigarettes	Harmonized/Lifestyle and Behavioral Health			no:no|yes:yes	choices
BESTAIR	nsrr_race	Subject race	Harmonized/Demographics				choices
BESTAIR	nsrr_sex	Subject sex	Harmonized/Demographics				choices
BESTAIR	nsrrid	NSRR Subject Identifier	Administrative				identifier
BESTAIR	pfo	Interatrial shunt	Clinical Data/Diagnostic Studies/Echocardiography				choices
BESTAIR	pooled_treatmentarm	Pooled treatment arm	Administrative				choices
BESTAIR	race	Race	Demographics				choices
BESTAIR	rand_manufacturer	Device manufacturer	Administrative				choices
BESTAIR	rand_treatmentarm	Treatment arm	Administrative				choices
BESTAIR	shq_diabetes	Self-reported physician diagnosis of diabetes	Medical History				choices
BESTAIR	shq_diabetesmed	Self-reported medications for diabetes	Medical History				choices
BESTAIR	shq_highbp	Self-reported physician diagnosis of high blood pressure or hypertension	Medical History				choices
BESTAIR	shq_highbpmed	Self-reported medications for high blood pressure/hypertension	Medical History/Medications				choices
BESTAIR	shq_highcholes	Self-reported physician diagnosis of high blood cholesterol	Medical History				choices
BESTAIR	siteid	Recoded Site ID	Administrative			1:Site 1|2:Site 2|3:Site 3	choices
BESTAIR	startsleep	Sleep start time	Clinical Data/Vital Signs/Ambulatory Blood Pressure				time
BESTAIR	starttime	Start time	Clinical Data/Vital Signs/Ambulatory Blood Pressure				time
BESTAIR	sysnondipping	Presence of systolic blood pressure (SBP) dipping	Clinical Data/Vital Signs/Ambulatory Blood Pressure				choices
BESTAIR	visitnumber	Visit number	Administrative				choices
CCSHS	bmicat	Body Mass Index (BMI) percentile category	Anthropometry				choices
CCSHS	bmige85	Body Mass Index (BMI) >= 85th percentile	Anthropometry				choices
CCSHS	bmige95	Body Mass Index (BMI) >= 95th percentile	Anthropometry				choices
CCSHS	bp1time	Time of evening collection	Clinical Data/Vital Signs/Seated Blood Pressure				time
CCSHS	ethnicity	Ethnicity	Demographics				choices
CCSHS	male	Male gender	Demographics				choices
CCSHS	nsrr_age_gt89	Indicates whether the subject's age (in years) used during date obfuscation is greater than 89 years	Harmonized/Demographics			no:no|yes:yes	choices
CCSHS	nsrr_begtimbd_f1	Lights-out or in-bed clock time from polysomnography	Harmonized/Polysomnography/Sleep Architecture				time
CCSHS	nsrr_begtimsp_f1	Sleep onset time from polysomnography	Harmonized/Polysomnography/Sleep Architecture				time
CCSHS	nsrr_current_smoker	Currently smoking cigarettes	Harmonized/Lifestyle and Behavioral Health				choices
CCSHS	nsrr_endtimbd_f1	Lights-on or out-bed clock time from polysomnography	Harmonized/Polysomnography/Sleep Architecture				time
CCSHS	nsrr_ethnicity	Subject ethnicity	Harmonized/Demographics				choices
CCSHS	nsrr_ever_smoker	Ever smoked cigarettes	Harmonized/Lifestyle and Behavioral Health				choices
CCSHS	nsrr_flag_spsw	Study scored sleep/wake rather than with full sleep staging if there is not sufficient quality on EEG lead. Studies scored as sleep wake have all sleep stages scored using a default of Stage 2 and no arousals are scored.	Harmonized/Polysomnography/Signal Quality				choices
CCSHS	nsrr_race	Subject race	Harmonized/Demographics				choices
CCSHS	nsrr_sex	Subject sex	Harmonized/Demographics				choices
CCSHS	nsrrid	NSRR Subject Identifer	Administrative				identifier
CCSHS	race	Race	Demographics				choices
CCSHS	visit	Visit	Administrative				choices
CCSHS	waistge75	"Waist circumference >= 75th percentile for age, gender"	Anthropometry				choices
CCSHS	waistge90	"Waist circumference >= 90th percentile for age, gender"	Anthropometry				choices
CCSHS	waistgt75	"Waist circumference > 75th percentile for age, gender"	Anthropometry				choices
CCSHS	waistgt90	"Waist circumference > 90th percentile for age, gender"	Anthropometry				choices
CCSHS	waistpctcat	Waist circumference percentile category	Anthropometry				choices
CFS	age_category	Participant's age (category)	Demographics				choices
CFS	cvd	Self-report of a physician diagnosis of cardiovascular disease	Medical History				choices
CFS	diabetes2	Physician diagnosis of diabetes or diabetes medication usage or abnormal fasting	Medical History				choices
CFS	diachol	Physician-diagnosed elevated cholesterol	Medical History				choices
CFS	ethnicity	Participant's ethnicity	Demographics				choices
CFS	nsrr_age_gt89	Indicates whether the subject's age (in years) used during date obfuscation is greater than 89 years	Harmonized/Demographics			no:no|yes:yes	choices
CFS	nsrr_current_smoker	Currently smoking cigarettes	Harmonized/Lifestyle and Behavioral Health				choices
CFS	nsrr_ethnicity	Subject ethnicity	Harmonized/Demographics				choices
CFS	nsrr_ever_smoker	Ever smoked cigarettes	Harmonized/Lifestyle and Behavioral Health				choices
CFS	nsrr_flag_spsw	Study scored sleep/wake rather than with full sleep staging if there is not sufficient quality on EEG lead. Studies scored as sleep wake have all sleep stages scored using a default of Stage 2 and no arousals are scored.	Harmonized/Polysomnography/Signal Quality				choices
CFS	nsrr_race	Subject race	Harmonized/Demographics				choices
CFS	nsrr_sex	Subject sex	Harmonized/Demographics				choices
CFS	nsrrid	NSRR subject ID	Administrative				identifier
CFS	overall	Overall study grade	Sleep Monitoring/Polysomnography/Signal Quality				choices
CFS	race	Participant's race	Demographics				choices
CFS	sex	Participant's sex	Demographics				choices
CFS	typetx	Type of sleep apnea treatment	Sleep Monitoring/Polysomnography/Evening and Morning Survey				choices
CHAT	arm	Treatment Arm	Administrative/Randomization				choices
CHAT	chi2	Child's gender	Demographics				choices
CHAT	chi3	Child's ethnicity	Demographics				choices
CHAT	chi5	Child's grade	Demographics/Education				choices
CHAT	clusterid	Recoded Site ID for longitudinal models	Administrative				choices
CHAT	completer_per_protocol	Participant completed the study as per protocol	Administrative/CONSORT Diagram Components				choices
CHAT	male	Child's gender	Demographics				choices
CHAT	new_pid	Original Participant ID	Administrative				identifier
CHAT	nsrr_age_gt89	Indicates whether the subject's age (in years) used during date obfuscation is greater than 89 years	Harmonized/Demographics			no:no|yes:yes	choices
CHAT	nsrr_begtimbd_f1	Lights-out or In-bed clock time from polysomnography	Harmonized/Polysomnography/Sleep Architecture				time
CHAT	nsrr_begtimsp_f1	Sleep onset time from polysomnography	Harmonized/Polysomnography/Sleep Architecture				time
CHAT	nsrr_endtimbd_f1	Lights-on or out-bed clock time from polysomnography	Harmonized/Polysomnography/Sleep Architecture				time
CHAT	nsrr_ethnicity	Subject ethnicity	Harmonized/Demographics				choices
CHAT	nsrr_flag_spsw	Study scored sleep/wake rather than with full sleep staging if there is not sufficient quality on EEG lead. Studies scored as sleep wake have all sleep stages scored using a default of Stage 2 and no arousals are scored.	Harmonized/Polysomnography/Signal Quality				choices
CHAT	nsrr_race	Subject race	Harmonized/Demographics				choices
CHAT	nsrr_sex	Subject sex	Harmonized/Demographics				choices
CHAT	nsrrid	NSRR Subject Identifier	Administrative				identifier
CHAT	oxitype	Oximeter type	Sleep Monitoring/Polysomnography/Administrative				choices
CHAT	race3	Child's race	Demographics				choices
CHAT	unittype	Polysomnography (PSG) unit type	Sleep Monitoring/Polysomnography/Administrative				choices
DISECAD	dise_edf_filename	DISE procedure EDF filename	Administrative				text
