study_name	variable_name	variable_label	folder	description	visit	calculation	type	total_subjects	units	n	mean	stddev	median	min	max	unknown
ABC	ahi_ap0uhp3x3r_f1t1	Apnea-Hypopnea Index: (All apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with >= 3% oxygen desaturation or with arousal) / hour of sleep from type I polysomnography		Calculated - Summary metric of sleep disordered breathing events. The definition for hypopneas is consistent with the following clinical guidelines: (1) American Academy of Sleep Medicine (AASM) 2007 Manual (2012 update) (recommended).Berry RB et al. 2012 (PubMed ID:23066376), and (2) American Academy of Sleep Medicine (AASM) 2015 (recommended) [Berry RB et al. The AASM Manual for the Scoring of Sleep and Associated Events: Rules, Terminology and Technical Specifications, Version 2.2. American Academy of Sleep Medicine, Darien, IL, 2015.]Search for all AHI variables consistent with the same clinical guidelines within this dataset	18-Month Followup	ahi_ap0uhp3x3r_f1t1= 60 * (hremba3 + hroa3 + hnrba3 + hnroa3 + urbpa3 + uropa3 + unrbpa3 + unropa3 + carbp + carop + canbp + canop + oarbp + oarop + oanbp + oanop ) / ttldursp	numeric	40	events per hour	40	37.0	24.0	31.3	4.6	87.3	
ABC	ahi_ap0uhp3x3r_f1t1	Apnea-Hypopnea Index: (All apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with >= 3% oxygen desaturation or with arousal) / hour of sleep from type I polysomnography		Calculated - Summary metric of sleep disordered breathing events. The definition for hypopneas is consistent with the following clinical guidelines: (1) American Academy of Sleep Medicine (AASM) 2007 Manual (2012 update) (recommended).Berry RB et al. 2012 (PubMed ID:23066376), and (2) American Academy of Sleep Medicine (AASM) 2015 (recommended) [Berry RB et al. The AASM Manual for the Scoring of Sleep and Associated Events: Rules, Terminology and Technical Specifications, Version 2.2. American Academy of Sleep Medicine, Darien, IL, 2015.]Search for all AHI variables consistent with the same clinical guidelines within this dataset	9-Month Followup	ahi_ap0uhp3x3r_f1t1= 60 * (hremba3 + hroa3 + hnrba3 + hnroa3 + urbpa3 + uropa3 + unrbpa3 + unropa3 + carbp + carop + canbp + canop + oarbp + oarop + oanbp + oanop ) / ttldursp	numeric	43	events per hour	43	40.2	28.9	30.7	6.8	119.3	
ABC	ahi_ap0uhp3x3r_f1t1	Apnea-Hypopnea Index: (All apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with >= 3% oxygen desaturation or with arousal) / hour of sleep from type I polysomnography		Calculated - Summary metric of sleep disordered breathing events. The definition for hypopneas is consistent with the following clinical guidelines: (1) American Academy of Sleep Medicine (AASM) 2007 Manual (2012 update) (recommended).Berry RB et al. 2012 (PubMed ID:23066376), and (2) American Academy of Sleep Medicine (AASM) 2015 (recommended) [Berry RB et al. The AASM Manual for the Scoring of Sleep and Associated Events: Rules, Terminology and Technical Specifications, Version 2.2. American Academy of Sleep Medicine, Darien, IL, 2015.]Search for all AHI variables consistent with the same clinical guidelines within this dataset	Baseline	ahi_ap0uhp3x3r_f1t1= 60 * (hremba3 + hroa3 + hnrba3 + hnroa3 + urbpa3 + uropa3 + unrbpa3 + unropa3 + carbp + carop + canbp + canop + oarbp + oarop + oanbp + oanop ) / ttldursp	numeric	49	events per hour	49	52.1	27.5	47.6	1.1	129.8	
ABC	ahi_ap0uhp3x3u_f1t1	Apnea-Hypopnea Index: (All apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with >= 3% oxygen desaturation and with or without arousal)  / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography	Calculated - Summary metric of sleep disordered breathing events.	18-Month Followup	ahi_ap0uhp3x3u_f1t1= 60 * (hrembp3 + hrop3 + hnrbp3 + hnrop3 + urbp3 + urop3 + unrbp3 + unrop3 + carbp + carop + canbp + canop + oarbp + oarop + oanbp + oanop) / ttldursp	numeric		events per hour	40	35.8	24	30.3	4.1	87.3	-
ABC	ahi_ap0uhp3x3u_f1t1	Apnea-Hypopnea Index: (All apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with >= 3% oxygen desaturation and with or without arousal)  / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography	Calculated - Summary metric of sleep disordered breathing events.	9-Month Followup	ahi_ap0uhp3x3u_f1t1= 60 * (hrembp3 + hrop3 + hnrbp3 + hnrop3 + urbp3 + urop3 + unrbp3 + unrop3 + carbp + carop + canbp + canop + oarbp + oarop + oanbp + oanop) / ttldursp	numeric		events per hour	43	37.8	28.8	28.2	5.4	117.9	-
ABC	ahi_ap0uhp3x3u_f1t1	Apnea-Hypopnea Index: (All apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with >= 3% oxygen desaturation and with or without arousal)  / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography	Calculated - Summary metric of sleep disordered breathing events.	Baseline	ahi_ap0uhp3x3u_f1t1= 60 * (hrembp3 + hrop3 + hnrbp3 + hnrop3 + urbp3 + urop3 + unrbp3 + unrop3 + carbp + carop + canbp + canop + oarbp + oarop + oanbp + oanop) / ttldursp	numeric		events per hour	49	50.1	27.2	42.7	0.9	129.5	-
ABC	ahi_ap0uhp3x4r_f1t1	Apnea-Hypopnea Index: (All apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation or with arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography	Calculated - Summary metric of sleep disordered breathing events.	18-Month Followup	ahi_ap0uhp3x4r_f1t1= 60 * (hremba4 + hroa4 + hnrba4 + hnroa4 + urbpa4 + uropa4 + unrbpa4 + unropa4 + carbp + carop + canbp + canop + oarbp + oarop + oanbp + oanop / ttldursp	numeric		events per hour	40	31.4	22.6	25	3.1	82	-
ABC	ahi_ap0uhp3x4r_f1t1	Apnea-Hypopnea Index: (All apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation or with arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography	Calculated - Summary metric of sleep disordered breathing events.	9-Month Followup	ahi_ap0uhp3x4r_f1t1= 60 * (hremba4 + hroa4 + hnrba4 + hnroa4 + urbpa4 + uropa4 + unrbpa4 + unropa4 + carbp + carop + canbp + canop + oarbp + oarop + oanbp + oanop / ttldursp	numeric		events per hour	43	33.8	28.4	24.8	3.3	115.6	-
ABC	ahi_ap0uhp3x4r_f1t1	Apnea-Hypopnea Index: (All apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation or with arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography	Calculated - Summary metric of sleep disordered breathing events.	Baseline	ahi_ap0uhp3x4r_f1t1= 60 * (hremba4 + hroa4 + hnrba4 + hnroa4 + urbpa4 + uropa4 + unrbpa4 + unropa4 + carbp + carop + canbp + canop + oarbp + oarop + oanbp + oanop / ttldursp	numeric		events per hour	49	45	27.8	37.8	0.9	124	-
ABC	ahi_ap0uhp3x4u_f1t1	Apnea-Hypopnea Index: (All apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation and with or without arousal) / hour of sleep from type I polysomnography		Calculated - Summary metric of sleep disordered breathing events. The definition of hypopnea events is consistent with the following clinical guidelines: (1) AASM 2012 update (alternative)Berry RB et al. 2012 (PubMed ID:23066376), and (2) AASM 2015 (acceptable) [Berry RB et al. The AASM Manual for the Scoring of Sleep and Associated Events: Rules, Terminology and Technical Specifications, Version 2.2. American Academy of Sleep Medicine, Darien, IL, 2015.].Search for all AHI variables consistent with the same clinical guidelines within this dataset	18-Month Followup	ahi_ap0uhp3x4u_f1t1= 60 * (hrembp4 + hrop4 + hnrbp4 + hnrop4 + urbp4 + urop4 + unrbp4 + unrop4 + carbp + carop + canbp + canop + oarbp + oarop + oanbp + oanop ) / ttldursp	numeric	40	events per hour	40	27.6	21.7	21.5	2.0	79.4	
ABC	ahi_ap0uhp3x4u_f1t1	Apnea-Hypopnea Index: (All apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation and with or without arousal) / hour of sleep from type I polysomnography		Calculated - Summary metric of sleep disordered breathing events. The definition of hypopnea events is consistent with the following clinical guidelines: (1) AASM 2012 update (alternative)Berry RB et al. 2012 (PubMed ID:23066376), and (2) AASM 2015 (acceptable) [Berry RB et al. The AASM Manual for the Scoring of Sleep and Associated Events: Rules, Terminology and Technical Specifications, Version 2.2. American Academy of Sleep Medicine, Darien, IL, 2015.].Search for all AHI variables consistent with the same clinical guidelines within this dataset	9-Month Followup	ahi_ap0uhp3x4u_f1t1= 60 * (hrembp4 + hrop4 + hnrbp4 + hnrop4 + urbp4 + urop4 + unrbp4 + unrop4 + carbp + carop + canbp + canop + oarbp + oarop + oanbp + oanop ) / ttldursp	numeric	43	events per hour	43	28.8	28.0	17.6	1.7	108.2	
ABC	ahi_ap0uhp3x4u_f1t1	Apnea-Hypopnea Index: (All apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation and with or without arousal) / hour of sleep from type I polysomnography		Calculated - Summary metric of sleep disordered breathing events. The definition of hypopnea events is consistent with the following clinical guidelines: (1) AASM 2012 update (alternative)Berry RB et al. 2012 (PubMed ID:23066376), and (2) AASM 2015 (acceptable) [Berry RB et al. The AASM Manual for the Scoring of Sleep and Associated Events: Rules, Terminology and Technical Specifications, Version 2.2. American Academy of Sleep Medicine, Darien, IL, 2015.].Search for all AHI variables consistent with the same clinical guidelines within this dataset	Baseline	ahi_ap0uhp3x4u_f1t1= 60 * (hrembp4 + hrop4 + hnrbp4 + hnrop4 + urbp4 + urop4 + unrbp4 + unrop4 + carbp + carop + canbp + canop + oarbp + oarop + oanbp + oanop ) / ttldursp	numeric	49	events per hour	49	40.4	27.8	30.4	0.4	122.8	
ABC	avglvlhr_f1t1	Average heart rate during total sleep duration from type I polysomnography	Sleep Monitoring/Polysomnography		18-Month Followup		numeric		beats per minute (bpm)	40	66.5	10.4	65.5	52	94	-
ABC	avglvlhr_f1t1	Average heart rate during total sleep duration from type I polysomnography	Sleep Monitoring/Polysomnography		9-Month Followup		numeric		beats per minute (bpm)	43	67.3	10.4	66	53	96	-
ABC	avglvlhr_f1t1	Average heart rate during total sleep duration from type I polysomnography	Sleep Monitoring/Polysomnography		Baseline		numeric		beats per minute (bpm)	49	70.6	9.2	71	48	96	-
ABC	avglvlsa_f1t1	Average oxygen saturation level in total sleep duration from type I polysomnography	Sleep Monitoring/Polysomnography		18-Month Followup		numeric		percent (%)	40	93.8	1.8	94	87.9	97	-
ABC	avglvlsa_f1t1	Average oxygen saturation level in total sleep duration from type I polysomnography	Sleep Monitoring/Polysomnography		9-Month Followup		numeric		percent (%)	43	93.6	1.7	94	88.8	96	-
ABC	avglvlsa_f1t1	Average oxygen saturation level in total sleep duration from type I polysomnography	Sleep Monitoring/Polysomnography		Baseline		numeric		percent (%)	49	92.4	2.5	92.9	85.9	96.9	-
ABC	bloods_creactivepro	C-Reactive Protein, Cardiac	Clinical Data/Laboratory Tests		18-Month Followup		numeric		mg/L	40	3.5	3.5	2.4	0.5	19.2	-
ABC	bloods_creactivepro	C-Reactive Protein, Cardiac	Clinical Data/Laboratory Tests		9-Month Followup		numeric		mg/L	43	4.6	4.7	3.3	0.3	20.6	-
ABC	bloods_creactivepro	C-Reactive Protein, Cardiac	Clinical Data/Laboratory Tests		Baseline		numeric		mg/L	49	4.9	3.6	4.2	0.2	18.3	-
ABC	bloods_datetest	Date of Test			18-Month Followup		numeric	40		40	7.6	3.3	7.5	1.0	12.0	
ABC	bloods_datetest	Date of Test			9-Month Followup		numeric	43		43	5.6	3.5	5.0	1.0	12.0	
ABC	bloods_datetest	Date of Test			Baseline		numeric	49		49	7.1	3.4	7.0	1.0	12.0	
ABC	bloods_fibrinactivity	Fibrinogen Activity	Clinical Data/Laboratory Tests		18-Month Followup		numeric		mg/dL	40	315	54.5	306	191	481	-
ABC	bloods_fibrinactivity	Fibrinogen Activity	Clinical Data/Laboratory Tests		9-Month Followup		numeric		mg/dL	43	319.8	82.2	321	-9	560	-
ABC	bloods_fibrinactivity	Fibrinogen Activity	Clinical Data/Laboratory Tests		Baseline		numeric		mg/dL	49	325.6	77.1	330	-9	516	-
ABC	bloods_hdlchol	HDL Cholesterol	Clinical Data/Laboratory Tests		18-Month Followup		numeric		mg/dL	40	46.6	12.9	46	28	81	-
ABC	bloods_hdlchol	HDL Cholesterol	Clinical Data/Laboratory Tests		9-Month Followup		numeric		mg/dL	43	45.2	11.8	43	27	79	-
ABC	bloods_hdlchol	HDL Cholesterol	Clinical Data/Laboratory Tests		Baseline		numeric		mg/dL	49	42.6	11	40	24	80	-
ABC	bloods_hemoa1c	Hemoglobin A1c	Clinical Data/Laboratory Tests		18-Month Followup		numeric		%	40	6.1	0.9	5.8	5.1	8.6	-
ABC	bloods_hemoa1c	Hemoglobin A1c	Clinical Data/Laboratory Tests		9-Month Followup		numeric		%	43	6.1	1	5.8	5.2	9.8	-
ABC	bloods_hemoa1c	Hemoglobin A1c	Clinical Data/Laboratory Tests		Baseline		numeric		%	49	6.2	0.9	5.9	5.2	9.5	-
ABC	bloods_ldlcholcalc	LDL Cholesterol Calc	Clinical Data/Laboratory Tests		18-Month Followup		numeric		mg/dL	40	102.3	44.3	107	-8	184	-
ABC	bloods_ldlcholcalc	LDL Cholesterol Calc	Clinical Data/Laboratory Tests		9-Month Followup		numeric		mg/dL	43	103.6	33.1	112	-8	160	-
ABC	bloods_ldlcholcalc	LDL Cholesterol Calc	Clinical Data/Laboratory Tests		Baseline		numeric		mg/dL	49	110.3	35.7	107	-8	179	-
ABC	bloods_serumgluc	Glucose, Serum	Clinical Data/Laboratory Tests		18-Month Followup		numeric		mg/dL	40	105.1	25.1	95	77	204	-
ABC	bloods_serumgluc	Glucose, Serum	Clinical Data/Laboratory Tests		9-Month Followup		numeric		mg/dL	43	105.1	26.4	99	51	188	-
ABC	bloods_serumgluc	Glucose, Serum	Clinical Data/Laboratory Tests		Baseline		numeric		mg/dL	49	105.5	18.4	99	83	158	-
ABC	bloods_studyvisit	Study Visit	Clinical Data/Laboratory Tests		18-Month Followup		numeric			40	18	0	18	18	18	-
ABC	bloods_studyvisit	Study Visit	Clinical Data/Laboratory Tests		9-Month Followup		numeric			43	9	0	9	9	9	-
ABC	bloods_studyvisit	Study Visit	Clinical Data/Laboratory Tests		Baseline		numeric			49	0	0	0	0	0	-
ABC	bloods_totalchol	Cholesterol, Total	Clinical Data/Laboratory Tests		18-Month Followup		numeric		mg/dL	40	189.4	37.4	183	119	283	-
ABC	bloods_totalchol	Cholesterol, Total	Clinical Data/Laboratory Tests		9-Month Followup		numeric		mg/dL	43	181.9	31.9	181	123	251	-
ABC	bloods_totalchol	Cholesterol, Total	Clinical Data/Laboratory Tests		Baseline		numeric		mg/dL	49	189.1	31.8	192	120	268	-
ABC	bloods_triglyc	Triglycerides	Clinical Data/Laboratory Tests		18-Month Followup		numeric		mg/dL	40	169	111.5	143.5	49	548	-
ABC	bloods_triglyc	Triglycerides	Clinical Data/Laboratory Tests		9-Month Followup		numeric		mg/dL	43	161.6	91.6	126	54	530	-
ABC	bloods_triglyc	Triglycerides	Clinical Data/Laboratory Tests		Baseline		numeric		mg/dL	49	172.5	80.3	151	60	487	-
ABC	bloods_urinecreatin	Creatinine, Urine	Clinical Data/Laboratory Tests		18-Month Followup		numeric		mg/dL	40	150.6	95.5	135.8	18.4	371.8	-
ABC	bloods_urinecreatin	Creatinine, Urine	Clinical Data/Laboratory Tests		9-Month Followup		numeric		mg/dL	43	150.2	92.9	130.1	31.3	434.2	-
ABC	bloods_urinecreatin	Creatinine, Urine	Clinical Data/Laboratory Tests		Baseline		numeric		mg/dL	49	127.1	75.6	116.2	15.2	311.4	-
ABC	bloods_urinemicro	Microalbumin, Urine	Clinical Data/Laboratory Tests		18-Month Followup		numeric		ug/mL	40	32.5	86.3	6.9	1.1	511.1	-
ABC	bloods_urinemicro	Microalbumin, Urine	Clinical Data/Laboratory Tests		9-Month Followup		numeric		ug/mL	43	18.8	25.5	9.9	1	118.3	-
ABC	bloods_urinemicro	Microalbumin, Urine	Clinical Data/Laboratory Tests		Baseline		numeric		ug/mL	49	20.4	36.9	6.1	1.1	221	-
ABC	bloods_vldlcholcal	VLDL Cholesterol Cal	Clinical Data/Laboratory Tests		18-Month Followup		numeric		mg/dL	40	25.9	16.1	25.5	-8	66	-
ABC	bloods_vldlcholcal	VLDL Cholesterol Cal	Clinical Data/Laboratory Tests		9-Month Followup		numeric		mg/dL	43	29.6	15.4	25	-8	61	-
ABC	bloods_vldlcholcal	VLDL Cholesterol Cal	Clinical Data/Laboratory Tests		Baseline		numeric		mg/dL	49	32.3	14.4	30	-8	74	-
ABC	bmi	Body mass index (BMI)	Anthropometry		18-Month Followup		numeric		kilograms per meter squared (kg/m2)	40	36.2	4.1	35.9	28.4	46	-
ABC	bmi	Body mass index (BMI)	Anthropometry		9-Month Followup		numeric		kilograms per meter squared (kg/m2)	43	36.3	3.6	35.8	28	45.4	-
ABC	bmi	Body mass index (BMI)	Anthropometry		Baseline		numeric		kilograms per meter squared (kg/m2)	49	38.9	3	38.9	34.3	45.3	-
ABC	cahi_ca0uhp3x3r_f1t1	Central Apnea-Hypopnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with > 3% desaturation or with arousal) / hour of sleep from type I polysomnography		Calculated - Summary metric of sleep disordered breathing events. The definition for hypopneas is consistent with the following clinical guidelines: (1) American Academy of Sleep Medicine (AASM) 2007 Manual (2012 update) (recommended).Berry RB et al. 2012 (PubMed ID:23066376), and (2) American Academy of Sleep Medicine (AASM) 2015 (recommended) [Berry RB et al. The AASM Manual for the Scoring of Sleep and Associated Events: Rules, Terminology and Technical Specifications, Version 2.2. American Academy of Sleep Medicine, Darien, IL, 2015.]Search for all AHI variables consistent with the same clinical guidelines within this dataset	18-Month Followup	cahi_ca0uhp3x3r_f1t1= 60 * (hremba3 + hroa3 + hnrba3 + hnroa3 + urbpa3 + uropa3 + unrbpa3 + unropa3 + carbp + carop + canbp + canop) / ttldursp	numeric	40	events per hour	40	31.3	20.4	28.4	4.6	82.1	
ABC	cahi_ca0uhp3x3r_f1t1	Central Apnea-Hypopnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with > 3% desaturation or with arousal) / hour of sleep from type I polysomnography		Calculated - Summary metric of sleep disordered breathing events. The definition for hypopneas is consistent with the following clinical guidelines: (1) American Academy of Sleep Medicine (AASM) 2007 Manual (2012 update) (recommended).Berry RB et al. 2012 (PubMed ID:23066376), and (2) American Academy of Sleep Medicine (AASM) 2015 (recommended) [Berry RB et al. The AASM Manual for the Scoring of Sleep and Associated Events: Rules, Terminology and Technical Specifications, Version 2.2. American Academy of Sleep Medicine, Darien, IL, 2015.]Search for all AHI variables consistent with the same clinical guidelines within this dataset	9-Month Followup	cahi_ca0uhp3x3r_f1t1= 60 * (hremba3 + hroa3 + hnrba3 + hnroa3 + urbpa3 + uropa3 + unrbpa3 + unropa3 + carbp + carop + canbp + canop) / ttldursp	numeric	43	events per hour	43	31.1	18.4	27.1	6.8	90.8	
ABC	cahi_ca0uhp3x3r_f1t1	Central Apnea-Hypopnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with > 3% desaturation or with arousal) / hour of sleep from type I polysomnography		Calculated - Summary metric of sleep disordered breathing events. The definition for hypopneas is consistent with the following clinical guidelines: (1) American Academy of Sleep Medicine (AASM) 2007 Manual (2012 update) (recommended).Berry RB et al. 2012 (PubMed ID:23066376), and (2) American Academy of Sleep Medicine (AASM) 2015 (recommended) [Berry RB et al. The AASM Manual for the Scoring of Sleep and Associated Events: Rules, Terminology and Technical Specifications, Version 2.2. American Academy of Sleep Medicine, Darien, IL, 2015.]Search for all AHI variables consistent with the same clinical guidelines within this dataset	Baseline	cahi_ca0uhp3x3r_f1t1= 60 * (hremba3 + hroa3 + hnrba3 + hnroa3 + urbpa3 + uropa3 + unrbpa3 + unropa3 + carbp + carop + canbp + canop) / ttldursp	numeric	49	events per hour	49	40.0	17.2	38.2	1.1	73.5	
ABC	cahi_ca0uhp3x3u_f1t1	Central Apnea-Hypopnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with > 3% desaturation and with or without arousal) / hour of sleep from type I polysomnography from type I polysomnography	Sleep Monitoring/Polysomnography	Calculated - Summary metric of sleep disordered breathing events.	18-Month Followup	cahi_ca0uhp3x3u_f1t1= 60 * (hrembp3 + hrop3 + hnrbp3 + hnrop3 + urbp3 + urop3 + unrbp3 + unrop3 + carbp + carop + canbp + canop) / ttldursp	numeric		events per hour	40	30.1	20.2	28.1	4.1	80.2	-
ABC	cahi_ca0uhp3x3u_f1t1	Central Apnea-Hypopnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with > 3% desaturation and with or without arousal) / hour of sleep from type I polysomnography from type I polysomnography	Sleep Monitoring/Polysomnography	Calculated - Summary metric of sleep disordered breathing events.	9-Month Followup	cahi_ca0uhp3x3u_f1t1= 60 * (hrembp3 + hrop3 + hnrbp3 + hnrop3 + urbp3 + urop3 + unrbp3 + unrop3 + carbp + carop + canbp + canop) / ttldursp	numeric		events per hour	43	28.7	18	24.5	5.1	88	-
ABC	cahi_ca0uhp3x3u_f1t1	Central Apnea-Hypopnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with > 3% desaturation and with or without arousal) / hour of sleep from type I polysomnography from type I polysomnography	Sleep Monitoring/Polysomnography	Calculated - Summary metric of sleep disordered breathing events.	Baseline	cahi_ca0uhp3x3u_f1t1= 60 * (hrembp3 + hrop3 + hnrbp3 + hnrop3 + urbp3 + urop3 + unrbp3 + unrop3 + carbp + carop + canbp + canop) / ttldursp	numeric		events per hour	49	38.1	16.4	36.4	0.9	72.1	-
ABC	cahi_ca0uhp3x4r_f1t1	Central Apnea-Hypopnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with > 4% desaturation or with arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography	Calculated - Summary metric of sleep disordered breathing events.	18-Month Followup	cahi_ca0uhp3x4r_f1t1= 60 * (hremba4 + hroa4 + hnrba4 + hnroa4 + urbpa4 + uropa4 + unrbpa4 + unropa4 + carbp + carop + canbp + canop) / ttldursp	numeric		events per hour	40	25.7	18.4	22.5	3.1	76.4	-
ABC	cahi_ca0uhp3x4r_f1t1	Central Apnea-Hypopnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with > 4% desaturation or with arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography	Calculated - Summary metric of sleep disordered breathing events.	9-Month Followup	cahi_ca0uhp3x4r_f1t1= 60 * (hremba4 + hroa4 + hnrba4 + hnroa4 + urbpa4 + uropa4 + unrbpa4 + unropa4 + carbp + carop + canbp + canop) / ttldursp	numeric		events per hour	43	24.8	16.9	21.2	3.3	81.8	-
ABC	cahi_ca0uhp3x4r_f1t1	Central Apnea-Hypopnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with > 4% desaturation or with arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography	Calculated - Summary metric of sleep disordered breathing events.	Baseline	cahi_ca0uhp3x4r_f1t1= 60 * (hremba4 + hroa4 + hnrba4 + hnroa4 + urbpa4 + uropa4 + unrbpa4 + unropa4 + carbp + carop + canbp + canop) / ttldursp	numeric		events per hour	49	32.9	16.2	29.8	0.9	64.6	-
ABC	cahi_ca0uhp3x4u_f1t1	Central Apnea-Hypopnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with > 4% desaturation and with or without arousal) / hour of sleep from type I polysomnography		Calculated - Summary metric of sleep disordered breathing events. The definition of hypopnea events is consistent with the following clinical guidelines: (1) AASM 2012 update (alternative)Berry RB et al. 2012 (PubMed ID:23066376), and (2) AASM 2015 (acceptable) [Berry RB et al. The AASM Manual for the Scoring of Sleep and Associated Events: Rules, Terminology and Technical Specifications, Version 2.2. American Academy of Sleep Medicine, Darien, IL, 2015.].Search for all AHI variables consistent with the same clinical guidelines within this dataset	18-Month Followup	cahi_ca0uhp3x4u_f1t1= 60 * (hrembp4 + hrop4 + hnrbp4 + hnrop4 + urbp4 + urop4 + unrbp4 + unrop4 + carbp + carop + canbp + canop) / ttldursp	numeric	40	events per hour	40	21.9	17.7	18.3	1.6	72.7	
ABC	cahi_ca0uhp3x4u_f1t1	Central Apnea-Hypopnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with > 4% desaturation and with or without arousal) / hour of sleep from type I polysomnography		Calculated - Summary metric of sleep disordered breathing events. The definition of hypopnea events is consistent with the following clinical guidelines: (1) AASM 2012 update (alternative)Berry RB et al. 2012 (PubMed ID:23066376), and (2) AASM 2015 (acceptable) [Berry RB et al. The AASM Manual for the Scoring of Sleep and Associated Events: Rules, Terminology and Technical Specifications, Version 2.2. American Academy of Sleep Medicine, Darien, IL, 2015.].Search for all AHI variables consistent with the same clinical guidelines within this dataset	9-Month Followup	cahi_ca0uhp3x4u_f1t1= 60 * (hrembp4 + hrop4 + hnrbp4 + hnrop4 + urbp4 + urop4 + unrbp4 + unrop4 + carbp + carop + canbp + canop) / ttldursp	numeric	43	events per hour	43	19.8	15.8	15.5	1.7	74.0	
